,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
6151,M,Vancouver,Baker,Bakery,Vancouver,Stores,42.8441185,2-5,82.82696461,Stores
6152,F,Vancouver,Baker,Bakery,Vancouver,Stores,37.15161784,6-10,45.69647364,Stores
6153,M,Vancouver,Baker,Bakery,Vancouver,Stores,47.47534265,2-5,95.00918074,Stores
6154,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,27.7687066,2-5,0.0,Stores
6155,M,Sparwood,Baker,Bakery,Cranbrook,Stores,49.16749985,6-10,100.2563981,Stores
6156,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,52.10972541,6-10,110.9280661,Stores
6157,M,Terrace,Cashier,Customer Service,Terrace,Stores,44.21488561,2-5,36.96733891,Stores
6158,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,52.29923544,2-5,93.56688638,Stores
6159,F,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,Stores,31.50519441,6-10,0.0,Stores
6160,M,Langley,Dairy Person,Dairy,Langley,Stores,43.66289721,6-10,32.59493172,Stores
6161,M,Prince George,Shelf Stocker,Processed Foods,Prince George,Stores,44.19430144,2-5,0.0,Stores
6162,M,Vancouver,Baker,Bakery,Vancouver,Stores,40.14335851,2-5,58.63854092,Stores
6163,M,Victoria,Baker,Bakery,Victoria,Stores,38.96748387,2-5,51.93358722,Stores
6164,F,Vancouver,Baker,Bakery,Vancouver,Stores,50.91032847,0-1,163.3648509,Stores
6165,M,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,40.23917477,2-5,64.95446099,Stores
6166,M,Salmon Arm,Dairy Person,Dairy,Kamloops,Stores,36.16256867,6-10,30.91676978,Stores
6167,F,Vancouver,Baker,Bakery,Vancouver,Stores,22.39825538,6-10,0.0,Stores
6168,F,Comox,Shelf Stocker,Processed Foods,Nanaimo,Stores,32.11262955,2-5,0.0,Stores
6169,M,Port Hardy,Shelf Stocker,Processed Foods,Nanaimo,Stores,47.13883011,2-5,95.07846102,Stores
6170,M,Vancouver,Baker,Bakery,Vancouver,Stores,53.07745062,2-5,128.2915053,Stores
6171,M,Prince George,Shelf Stocker,Processed Foods,Prince George,Stores,43.78653186,2-5,44.23263205,Stores
6172,F,Surrey,Dairy Person,Dairy,Surrey,Stores,40.53960553,2-5,51.86501902,Stores
6173,F,Coquitlam,Shelf Stocker,Processed Foods,Nanaimo,Stores,45.70708814,2-5,80.91359595,Stores
6174,M,Vancouver,Baker,Bakery,Vancouver,Stores,55.17313327,2-5,112.2331221,Stores
6175,M,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,Stores,41.63266722,2-5,15.95415121,Stores
6176,M,Vancouver,Baker,Bakery,Vancouver,Stores,39.8778754,2-5,67.2650909,Stores
6177,M,Surrey,Dairy Person,Dairy,Surrey,Stores,55.32466091,6-10,104.0526892,Stores
6178,M,Cache Creek,Dairy Person,Dairy,Kamloops,Stores,52.70830678,2-5,119.570825,Stores
6179,M,Vancouver,Baker,Bakery,Vancouver,Stores,42.95168881,6-10,51.56714278,Stores
6180,F,Hemlock Valley,Dairy Person,Dairy,Chilliwack,Stores,47.64881948,6-10,107.770706,Stores
6181,F,Vancouver,Baker,Bakery,Vancouver,Stores,34.66267508,0-1,45.85075197,Stores
6183,M,Vancouver,Baker,Bakery,Vancouver,Stores,38.35654857,6-10,46.15237105,Stores
6185,F,Vancouver,Baker,Bakery,Vancouver,Stores,48.30240335,2-5,95.1032584,Stores
6186,M,Vancouver,Baker,Bakery,Vancouver,Stores,60.03385764,6-10,117.8290822,Stores
6187,F,Penticton,Dairy Person,Dairy,Kelowna,Stores,62.43637624,2-5,176.6562138,Stores
6188,F,Vancouver,Baker,Bakery,Vancouver,Stores,32.28610032,2-5,0.0,Stores
6189,F,Vancouver,Baker,Bakery,Vancouver,Stores,48.88182634,6-10,129.4596525,Stores
6190,F,Merritt,Dairy Person,Dairy,Kamloops,Stores,46.10715524,2-5,107.4865556,Stores
6191,F,Grand Forks,Baker,Bakery,Grand Forks,Stores,52.12887609,6-10,109.1471198,Stores
6192,F,Vancouver,Baker,Bakery,Vancouver,Stores,35.82749187,2-5,31.87709009,Stores
6193,M,Vancouver,Baker,Bakery,Vancouver,Stores,37.8047516,2-5,0.0,Stores
6194,M,Christina Lake,Baker,Bakery,Grand Forks,Stores,54.24806682,2-5,131.7836282,Stores
6195,F,Vancouver,Baker,Bakery,Vancouver,Stores,40.98550634,2-5,51.57098831,Stores
6196,M,Kimberley,Baker,Bakery,Cranbrook,Stores,37.42622648,6-10,0.0,Stores
6197,M,Surrey,Dairy Person,Dairy,Surrey,Stores,37.21089406,2-5,34.9315436,Stores
6198,F,Vancouver,Baker,Bakery,Vancouver,Stores,28.44249451,2-5,0.0,Stores
6199,F,Vancouver,Baker,Bakery,Vancouver,Stores,50.87619412,2-5,132.0250477,Stores
6200,F,Richmond,Baker,Bakery,Richmond,Stores,44.44156135,2-5,95.26110896,Stores
6201,F,Surrey,Dairy Person,Dairy,Surrey,Stores,43.52101763,6-10,87.03008172,Stores
6202,M,Vavenby,Dairy Person,Dairy,Kamloops,Stores,47.27994491,2-5,74.58765052,Stores
6203,M,Gibsons,Dairy Person,Dairy,West Vancouver,Stores,43.54254789,2-5,84.13726826,Stores
6204,M,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,Stores,38.47174147,2-5,59.42454888,Stores
6205,F,Balfour,Clerk,Produce,Nelson,Stores,51.52921235,2-5,122.1943788,Stores
6206,M,Kelowna,Dairy Person,Dairy,Kelowna,Stores,27.40973409,2-5,0.0,Stores
6207,M,Good Hope Lake,Cashier,Customer Service,Terrace,Stores,42.78732714,2-5,88.31040191,Stores
6208,M,Vancouver,Baker,Bakery,Vancouver,Stores,43.07389565,6-10,72.37648419,Stores
6209,F,Vancouver,Baker,Bakery,Vancouver,Stores,29.80402918,2-5,0.0,Stores
6210,M,Victoria,Baker,Bakery,Victoria,Stores,39.38972505,6-10,0.0,Stores
6211,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,41.34520472,2-5,52.51880364,Stores
6212,F,Lakelse Lake,Cashier,Customer Service,Terrace,Stores,56.08948438,2-5,57.08109475,Stores
6213,F,Vancouver,Baker,Bakery,Vancouver,Stores,31.51098465,6-10,0.0,Stores
6214,F,Penticton,Dairy Person,Dairy,Kelowna,Stores,45.6115212,2-5,83.00401782,Stores
6215,M,Nimpo Lake,Dairy Person,Dairy,Williams Lake,Stores,33.45393983,2-5,32.06032872,Stores
6216,M,Port Alberni,Shelf Stocker,Processed Foods,Nanaimo,Stores,44.44616351,2-5,66.40326545,Stores
6217,M,Cranbrook,Baker,Bakery,Cranbrook,Stores,46.45912293,6-10,21.8826097,Stores
6218,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,56.11349381,6-10,115.2753003,Stores
6219,F,Vananda,Shelf Stocker,Processed Foods,Nanaimo,Stores,22.18349555,6-10,0.0,Stores
6220,F,Surrey,Dairy Person,Dairy,Surrey,Stores,27.74126499,2-5,0.0,Stores
6221,M,Port Alice,Shelf Stocker,Processed Foods,Nanaimo,Stores,54.81298424,2-5,136.5774656,Stores
6222,M,Surrey,Dairy Person,Dairy,Surrey,Stores,28.66956475,6-10,7.384366753,Stores
6223,M,Vancouver,Baker,Bakery,Vancouver,Stores,43.58186076,6-10,79.88298062,Stores
6224,M,Vernon,Shelf Stocker,Processed Foods,Vernon,Stores,55.95407957,6-10,133.5536216,Stores
6225,F,Rutland,Dairy Person,Dairy,Kelowna,Stores,44.05438572,6-10,79.83538088,Stores
6227,M,Vancouver,Baker,Bakery,Vancouver,Stores,56.48051759,2-5,105.7160105,Stores
6228,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,34.11107361,6-10,31.15203426,Stores
6229,M,Vancouver,Baker,Bakery,Vancouver,Stores,50.15092496,2-5,59.47312475,Stores
6230,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,31.18500518,6-10,0.0,Stores
6231,M,Victoria,Baker,Bakery,Victoria,Stores,36.78442485,2-5,14.42033397,Stores
6232,M,Surrey,Dairy Person,Dairy,Surrey,Stores,32.04377892,6-10,0.0,Stores
6233,F,Vancouver,Baker,Bakery,Vancouver,Stores,48.40153092,6-10,117.6605185,Stores
6234,M,Vancouver,Baker,Bakery,Vancouver,Stores,44.42722296,2-5,49.26713564,Stores
6235,M,Haney,Cashier,Customer Service,Haney,Stores,35.2315212,2-5,18.05310759,Stores
6236,F,Vancouver,Baker,Bakery,Vancouver,Stores,47.716313,2-5,134.2479634,Stores
6237,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,45.30318127,2-5,66.86578582,Stores
6238,F,Fauquier,Dairy Person,Dairy,Trail,Stores,40.18007356,2-5,78.32558003,Stores
6239,F,Mission,Dairy Person,Dairy,Burnaby,Stores,35.63229399,2-5,0.0,Stores
6240,F,Armstrong,Shelf Stocker,Processed Foods,Vernon,Stores,46.28994568,0-1,97.34055561,Stores
6241,F,Whistler,Dairy Person,Dairy,Squamish,Stores,51.86080422,2-5,124.5725392,Stores
6242,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,44.455374,2-5,69.06872901,Stores
6243,M,Vancouver,Baker,Bakery,Vancouver,Stores,43.32509954,2-5,82.06420406,Stores
6244,F,Richmond,Baker,Bakery,Richmond,Stores,40.11655818,2-5,49.49884732,Stores
6245,M,Fort Fraser,Shelf Stocker,Processed Foods,Prince George,Stores,39.90448186,2-5,13.65525787,Stores
6246,M,Haney,Cashier,Customer Service,Haney,Stores,40.72340303,2-5,4.932084035,Stores
6247,M,Fort Langley,Dairy Person,Dairy,Langley,Stores,46.59423724,2-5,79.42759176,Stores
6248,M,Richmond,Baker,Bakery,Richmond,Stores,55.83492729,2-5,142.609888,Stores
6249,F,Vancouver,Baker,Bakery,Vancouver,Stores,37.97653546,2-5,47.69976774,Stores
6250,M,Williams Lake,Dairy Person,Dairy,Williams Lake,Stores,46.75475223,6-10,90.56969101,Stores
6251,M,Surrey,Dairy Person,Dairy,Surrey,Stores,45.87615548,6-10,35.47227014,Stores
6252,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,42.06349601,6-10,65.47661637,Stores
6253,F,Vancouver,Baker,Bakery,Vancouver,Stores,28.96621556,2-5,0.0,Stores
6254,F,Vancouver,Baker,Bakery,Vancouver,Stores,39.96096503,2-5,76.75736942,Stores
6255,F,Fort Langley,Dairy Person,Dairy,Langley,Stores,22.73921286,6-10,0.0,Stores
6256,F,Whistler,Shelf Stocker,Processed Foods,Squamish,Stores,38.89189402,2-5,17.9087444,Stores
6257,F,Vancouver,Baker,Bakery,Vancouver,Stores,42.96657599,2-5,70.49970917,Stores
6258,M,Victoria,Baker,Bakery,Victoria,Stores,43.34703254,2-5,53.29892688,Stores
6259,M,Vancouver,Baker,Bakery,Vancouver,Stores,33.22883504,2-5,8.13846959,Stores
6260,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,40.25476651,2-5,61.44584319,Stores
6261,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,64.98440639,2-5,158.9808855,Stores
6262,F,White Rock,Cashier,Customer Service,White Rock,Stores,39.67175897,6-10,48.99671878,Stores
6263,F,Vancouver,Baker,Bakery,Vancouver,Stores,44.07775971,2-5,37.75587442,Stores
6264,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,22.62132395,2-5,0.0,Stores
6265,F,Richmond,Dairy Person,Dairy,Richmond,Stores,58.87562606,6-10,142.4810549,Stores
6266,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,40.04753164,6-10,68.60150427,Stores
6267,F,Duncan,Shelf Stocker,Processed Foods,Quesnel,Stores,38.56376377,6-10,35.60827307,Stores
6268,M,Fort Langley,Dairy Person,Dairy,Langley,Stores,40.26179525,6-10,12.15552169,Stores
6269,M,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,43.14931689,2-5,59.68357964,Stores
6270,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,41.06749568,2-5,78.59306346,Stores
6271,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,38.00799321,2-5,96.0089053,Stores
6272,F,Squamish,Shelf Stocker,Processed Foods,Squamish,Stores,42.22950249,2-5,97.86988214,Stores
6273,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,33.60859145,6-10,7.281303521,Stores
6274,M,Peachland,Dairy Person,Dairy,Kelowna,Stores,49.64361033,2-5,92.54277515,Stores
6275,M,Qualicum Beach,Shelf Stocker,Processed Foods,Nanaimo,Stores,32.51696172,2-5,0.0,Stores
6276,F,Quesnel,Shelf Stocker,Processed Foods,Quesnel,Stores,32.48001257,2-5,0.0,Stores
6277,F,Blueberry,Dairy Person,Dairy,Kamloops,Stores,40.72427834,2-5,30.60159772,Stores
6278,F,Richmond,Dairy Person,Dairy,Richmond,Stores,46.53708033,6-10,104.8291871,Stores
6279,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,25.6885012,0-1,0.0,Stores
6280,M,Abbotsford,Baker,Bakery,Abbotsford,Stores,42.08350286,2-5,89.32964674,Stores
6281,F,Grassy Plains,Shelf Stocker,Processed Foods,Prince George,Stores,40.1962242,2-5,92.78792207,Stores
6282,F,Sparwood,Baker,Bakery,Cranbrook,Stores,29.24050156,2-5,0.0,Stores
6283,M,White Rock,Cashier,Customer Service,White Rock,Stores,35.62637083,2-5,36.98346499,Stores
6284,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,48.46023017,2-5,149.1687565,Stores
6285,F,Oyster River,Shelf Stocker,Processed Foods,Nanaimo,Stores,42.83733837,2-5,86.85426309,Stores
6286,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,38.35453955,6-10,0.0,Stores
6287,F,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,Stores,48.55712619,2-5,55.70770315,Stores
6288,M,Clinton,Dairy Person,Dairy,Kamloops,Stores,40.50432027,2-5,29.94985062,Stores
6289,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,42.376561,2-5,85.32871346,Stores
6290,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,56.37161816,6-10,112.8949363,Stores
6291,F,Aldergrove,Baker,Bakery,Aldergrove,Stores,38.62945876,2-5,70.75153218,Stores
6292,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,43.42523329,2-5,34.76415641,Stores
6293,F,Osoyoos,Dairy Person,Dairy,Kelowna,Stores,58.06535771,6-10,195.1317611,Stores
6294,M,Fruitvale,Dairy Person,Dairy,Kelowna,Stores,44.98312937,2-5,95.53371159,Stores
6295,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,47.65191141,2-5,37.60707064,Stores
6296,F,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,48.43471992,2-5,107.2567537,Stores
6297,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,34.68455674,2-5,19.84365163,Stores
6298,F,Mission,Dairy Person,Dairy,Burnaby,Stores,50.46273576,6-10,82.93348647,Stores
6299,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,34.68802121,2-5,49.74688462,Stores
6300,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,29.89262806,2-5,0.0,Stores
6301,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,27.38302518,2-5,0.0,Stores
6302,F,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,52.31504496,2-5,130.3102692,Stores
6303,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,46.18302974,2-5,65.21207373,Stores
6304,F,Victoria,Baker,Bakery,Victoria,Stores,44.27748807,2-5,70.84260258,Stores
6305,M,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,46.22330447,6-10,46.47580659,Stores
6306,F,Agassiz,Dairy Person,Dairy,Chilliwack,Stores,47.58193968,2-5,83.72231999,Stores
6307,M,Victoria,Baker,Bakery,Victoria,Stores,44.04512679,6-10,51.59794747,Stores
6308,F,Victoria,Baker,Bakery,Victoria,Stores,33.52320322,6-10,25.60681281,Stores
6309,F,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,44.76423444,2-5,97.64347913,Stores
6310,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,48.52289818,6-10,103.664043,Stores
6311,M,Christina Lake,Dairy Person,Dairy,Grand Forks,Stores,31.03904186,2-5,9.369126144,Stores
6312,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,56.47395463,2-5,87.09529527,Stores
6313,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,25.08333567,6-10,23.87049524,Stores
6314,M,Sardis,Shelf Stocker,Processed Foods,Chilliwack,Stores,35.76851629,2-5,23.78987275,Stores
6315,F,Bob Quinn Lake,Cashier,Customer Service,Terrace,Stores,41.02333262,2-5,80.23897111,Stores
6316,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,31.0030626,2-5,20.7176061,Stores
6317,F,Cluculz Lake,Shelf Stocker,Processed Foods,Prince George,Stores,61.58426185,2-5,197.6432056,Stores
6318,M,Chilako River,Shelf Stocker,Processed Foods,Prince George,Stores,36.19322811,2-5,11.05601722,Stores
6319,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,49.04396809,2-5,75.77613324,Stores
6320,M,Horsefly,Shelf Stocker,Processed Foods,Prince George,Stores,34.90132461,2-5,14.0341438,Stores
6321,M,Cache Creek,Dairy Person,Dairy,Kamloops,Stores,39.06901845,2-5,43.85449269,Stores
6322,M,New Westminister,Clerk,Produce,New Westminister,Stores,37.23492804,2-5,24.43940543,Stores
6323,M,Bridge Lake,Dairy Person,Dairy,Kamloops,Stores,49.22606104,6-10,76.3990691,Stores
6324,F,Kamloops,Dairy Person,Dairy,Kamloops,Stores,55.25133067,6-10,124.9721375,Stores
6325,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,28.3542679,6-10,0.0,Stores
6326,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,40.67962864,2-5,97.3304284,Stores
6327,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,57.70255242,2-5,154.5863335,Stores
6328,M,Slocan,Dairy Person,Dairy,Trail,Stores,47.0180074,2-5,54.59844664,Stores
6329,M,Prince George,Shelf Stocker,Processed Foods,Prince George,Stores,49.98354604,2-5,97.86452282,Stores
6330,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,38.84704312,2-5,78.22792184,Stores
6331,M,West Vancouver,Dairy Person,Dairy,West Vancouver,Stores,43.43786441,2-5,35.9783949,Stores
6332,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,41.72272581,2-5,52.97846121,Stores
6333,F,Okanagan Falls,Clerk,Produce,Bella Bella,Stores,39.71315138,2-5,69.30399336,Stores
6334,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,40.83586317,6-10,58.47094189,Stores
6335,M,Abbotsford,Baker,Bakery,Abbotsford,Stores,26.50452706,2-5,0.0,Stores
6336,M,Victoria,Baker,Bakery,Victoria,Stores,42.76631031,2-5,74.89638884,Stores
6337,M,Kelowna,Dairy Person,Dairy,Kelowna,Stores,63.09425954,2-5,169.3813484,Stores
6338,M,Port Hardy,Shelf Stocker,Processed Foods,Nanaimo,Stores,38.95901184,6-10,0.0,Stores
6339,M,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,46.53876619,6-10,60.96376568,Stores
6340,M,Creston,Baker,Bakery,Cranbrook,Stores,34.24361824,6-10,24.08961491,Stores
6341,M,Agassiz,Shelf Stocker,Processed Foods,Chilliwack,Stores,35.02136166,2-5,30.35841931,Stores
6342,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,54.84166553,2-5,171.8114788,Stores
6343,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,63.39048117,2-5,120.2283125,Stores
6344,M,Skookumchuck,Shelf Stocker,Processed Foods,Nanaimo,Stores,33.93770574,2-5,0.0,Stores
6345,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,38.9598913,6-10,25.55696641,Stores
6346,M,Victoria,Baker,Bakery,Victoria,Stores,45.86560259,2-5,92.08516458,Stores
6347,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,54.02781281,2-5,123.218042,Stores
6348,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,37.44543624,2-5,17.45765681,Stores
6349,M,Abbotsford,Baker,Bakery,Abbotsford,Stores,37.58499186,2-5,48.33948104,Stores
6350,F,Trail,Dairy Person,Dairy,Trail,Stores,48.51936052,6-10,71.55930347,Stores
6351,M,Richmond,Dairy Person,Dairy,Richmond,Stores,53.41544829,2-5,136.1110291,Stores
6352,M,Grand Forks,Dairy Person,Dairy,Grand Forks,Stores,55.26630036,2-5,106.9748177,Stores
6353,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43.33483166,2-5,72.51600958,Stores
6354,F,Squamish,Shelf Stocker,Processed Foods,Squamish,Stores,49.18796842,6-10,124.3455134,Stores
6355,F,Richmond,Dairy Person,Dairy,Richmond,Stores,33.3084223,0-1,63.09037852,Stores
6356,F,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,38.52855282,2-5,44.27487253,Stores
6357,F,Victoria,Baker,Bakery,Victoria,Stores,47.54126646,2-5,39.80970374,Stores
6358,M,Duncan,Shelf Stocker,Processed Foods,Quesnel,Stores,30.61769644,2-5,16.81946984,Stores
6360,F,Ganges,Baker,Bakery,Victoria,Stores,31.84387655,2-5,21.95826382,Stores
6361,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,22.47465931,6-10,0.0,Stores
6362,M,Fulford Harbour,Baker,Bakery,Victoria,Stores,45.04394105,6-10,41.37291617,Stores
6363,F,Fort St James,Cashier,Customer Service,Prince George,Stores,37.65651366,6-10,51.27861644,Stores
6364,M,Dawson Creek,Cashier,Customer Service,Dawson Creek,Stores,45.02397839,2-5,23.14316909,Stores
6365,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,33.32889531,2-5,0.0,Stores
6366,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43.89264331,2-5,54.01273422,Stores
6367,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,41.04255181,2-5,67.01724222,Stores
6368,M,Surrey,Dairy Person,Dairy,Surrey,Stores,30.25534163,2-5,21.84523014,Stores
6369,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,48.88402737,0-1,92.33675004,Stores
6370,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,31.88828368,6-10,0.0,Stores
6371,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,41.02861513,2-5,42.03430923,Stores
6372,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,33.09283499,6-10,0.226439423,Stores
6373,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43.37914547,2-5,75.78168894,Stores
6374,M,Balfour,Baker,Bakery,Nelson,Stores,50.99268103,2-5,70.92629791,Stores
6375,M,Gibsons,Dairy Person,Dairy,West Vancouver,Stores,37.03219718,2-5,0.0,Stores
6376,M,West Vancouver,Dairy Person,Dairy,West Vancouver,Stores,52.20949296,2-5,66.20028888,Stores
6377,F,Chetwynd,Cashier,Customer Service,Prince George,Stores,40.39515684,2-5,81.00621163,Stores
6378,F,Cranbrook,Baker,Bakery,Cranbrook,Stores,43.26582291,2-5,80.00764438,Stores
6379,M,Fairmont Hot Springs,Baker,Bakery,Cranbrook,Stores,35.88326244,2-5,11.57311785,Stores
6380,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,34.53843468,2-5,51.90245061,Stores
6381,F,Port Hardy,Shelf Stocker,Processed Foods,Nanaimo,Stores,29.09255898,6-10,0.0,Stores
6382,M,Richmond,Dairy Person,Dairy,Richmond,Stores,25.98603314,6-10,0.0,Stores
6383,F,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,47.32577667,2-5,117.447093,Stores
6384,F,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,48.48841144,2-5,80.9019287,Stores
6385,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,52.23561065,2-5,80.0629112,Stores
6387,F,Sooke,Baker,Bakery,Victoria,Stores,49.43906425,2-5,66.75664169,Stores
6388,M,Likely,Cashier,Customer Service,Quesnel,Stores,49.76119749,6-10,106.6524686,Stores
6389,M,Surrey,Dairy Person,Dairy,Surrey,Stores,24.18466978,2-5,7.796503394,Stores
6390,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,49.53964028,2-5,135.4870802,Stores
6391,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,52.875374,2-5,141.7364664,Stores
6392,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,41.90689243,2-5,52.06645325,Stores
6393,M,Atlin,Cashier,Customer Service,Terrace,Stores,34.39404497,6-10,25.80723267,Stores
6394,F,Victoria,Baker,Bakery,Victoria,Stores,33.70976684,6-10,0.0,Stores
6395,F,Duncan,Cashier,Customer Service,Quesnel,Stores,49.78691971,6-10,111.4156229,Stores
6396,F,Bob Quinn Lake,Cashier,Customer Service,Terrace,Stores,40.62463373,2-5,21.61709303,Stores
6397,F,Radium Hot Springs,Baker,Bakery,Cranbrook,Stores,38.89891408,2-5,81.07251473,Stores
6398,M,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,48.90448905,2-5,101.1280887,Stores
6399,F,Victoria,Baker,Bakery,Victoria,Stores,38.77843574,2-5,25.44052604,Stores
6400,F,Richmond,Dairy Person,Dairy,Richmond,Stores,30.31975718,6-10,10.46346356,Stores
6401,F,Vernon,Cashier,Customer Service,Vernon,Stores,35.15048707,2-5,0.0,Stores
6402,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,35.27931818,6-10,11.0086847,Stores
6403,F,Richmond,Dairy Person,Dairy,Richmond,Stores,38.09292802,6-10,43.43732611,Stores
6404,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,57.49970945,2-5,105.4005705,Stores
6405,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,55.49251186,2-5,109.3442652,Stores
6406,M,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,48.75938651,2-5,63.28532547,Stores
6407,F,Penticton,Dairy Person,Dairy,Kelowna,Stores,29.46319484,2-5,29.73127031,Stores
6408,M,Victoria,Baker,Bakery,Victoria,Stores,44.05370985,2-5,50.26445997,Stores
6410,F,Chilliwack,Shelf Stocker,Processed Foods,Chilliwack,Stores,25.23251886,6-10,0.0,Stores
6411,M,Richmond,Dairy Person,Dairy,Richmond,Stores,43.62123604,2-5,53.83521325,Stores
6412,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,29.28818893,6-10,0.0,Stores
6413,F,Williams Lake,Dairy Person,Dairy,Williams Lake,Stores,36.44834375,6-10,2.599744454,Stores
6414,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,57.2373437,2-5,93.107086,Stores
6415,M,Richmond,Dairy Person,Dairy,Richmond,Stores,42.269945,2-5,65.99666832,Stores
6416,M,Topley,Cashier,Customer Service,Prince George,Stores,45.12358355,2-5,41.91581303,Stores
6417,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,47.40295797,2-5,28.77125683,Stores
6419,M,Lakeview Heights,Dairy Person,Dairy,Kelowna,Stores,46.71998681,2-5,103.1988894,Stores
6420,M,Victoria,Baker,Bakery,Victoria,Stores,20.4191495,6-10,0.0,Stores
6421,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,45.23181684,6-10,132.6015074,Stores
6422,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,41.12651982,6-10,37.63900336,Stores
6423,F,Victoria,Baker,Bakery,Victoria,Stores,28.82186505,6-10,14.37957402,Stores
